plantid,dateobservation,longueur,largeur,note
MMB2080,2017-10-15,161.47,184.55,Condition normale pour la saison.
MMB2082,2017-05-15,172.02,56.17,Légère variabilité observée.
MMB2082,2017-06-15,57.93,119.95,Légère variabilité observée.
MMB2082,2017-07-15,117.54,134.18,Condition normale pour la saison.
MMB2082,2017-08-15,141.46,147.56,Condition normale pour la saison.
MMB2082,2017-09-15,150.51,63.98,Légère variabilité observée.
MMB2082,2017-10-15,132.38,130.97,Rien à signaler.
MMB2084,2017-05-15,191.78,73.39,Condition normale pour la saison.
MMB2084,2017-06-15,78.28,142.16,Condition normale pour la saison.
MMB2084,2017-07-15,80.46,76.75,Condition normale pour la saison.
MMB2084,2017-08-15,118.79,143.93,Rien à signaler.
MMB2084,2017-09-15,87.87,194.35,Condition normale pour la saison.
MMB2084,2017-10-15,166.84,61.70,Rien à signaler.
MMB2086,2017-05-15,141.86,93.86,Condition normale pour la saison.
MMB2086,2017-06-15,142.04,175.03,Légère variabilité observée.
MMB2086,2017-07-15,193.95,115.42,Rien à signaler.
MMB2086,2017-08-15,50.89,189.53,Légère variabilité observée.
MMB2086,2017-09-15,94.71,141.39,Condition normale pour la saison.
MMB2086,2017-10-15,107.24,105.42,Rien à signaler.
MMB2088,2017-05-15,136.54,87.41,Condition normale pour la saison.
MMB2088,2017-06-15,95.59,161.45,Condition normale pour la saison.
MMB2088,2017-07-15,153.07,131.48,Légère variabilité observée.
MMB2088,2017-08-15,182.63,150.47,Légère variabilité observée.
MMB2088,2017-09-15,52.98,125.49,Rien à signaler.
MMB2088,2017-10-15,132.61,118.29,Légère variabilité observée.
MMB2090,2017-05-15,58.94,62.34,Condition normale pour la saison.
MMB2090,2017-06-15,65.69,53.99,Rien à signaler.
MMB2090,2017-07-15,151.62,165.33,Condition normale pour la saison.
MMB2090,2017-08-15,131.66,106.18,Condition normale pour la saison.
MMB2090,2017-09-15,192.92,111.05,Légère variabilité observée.
MMB2090,2017-10-15,162.37,138.41,Condition normale pour la saison.
MMB2092,2017-05-15,94.60,87.83,Rien à signaler.
MMB2092,2017-06-15,134.42,178.64,Rien à signaler.
MMB2092,2017-07-15,127.20,76.66,Condition normale pour la saison.
MMB2092,2017-08-15,127.32,79.63,Condition normale pour la saison.
MMB2092,2017-09-15,142.90,180.61,Condition normale pour la saison.
MMB2092,2017-10-15,56.95,181.73,Condition normale pour la saison.
MMB2094,2017-05-15,83.74,87.83,Condition normale pour la saison.
MMB2094,2017-06-15,96.14,115.61,Condition normale pour la saison.
MMB2094,2017-07-15,168.21,87.39,Condition normale pour la saison.
MMB2094,2017-08-15,166.07,197.54,Condition normale pour la saison.
MMB2094,2017-09-15,102.46,112.76,Rien à signaler.
MMB2094,2017-10-15,186.74,133.37,Condition normale pour la saison.
MMB2096,2017-05-15,110.52,111.60,Condition normale pour la saison.
MMB2096,2017-06-15,183.18,90.21,Condition normale pour la saison.
MMB2096,2017-07-15,128.22,170.11,Condition normale pour la saison.
MMB2096,2017-08-15,182.47,119.66,Légère variabilité observée.
MMB2096,2017-09-15,158.18,92.78,Légère variabilité observée.
MMB2096,2017-10-15,61.67,51.71,Rien à signaler.
MMB2098,2017-05-15,137.22,104.19,Légère variabilité observée.
MMB2098,2017-06-15,180.02,82.13,Condition normale pour la saison.
MMB2098,2017-07-15,61.46,64.54,Condition normale pour la saison.
MMB2098,2017-08-15,112.59,83.35,Condition normale pour la saison.
MMB2098,2017-09-15,175.34,144.46,Condition normale pour la saison.
MMB2098,2017-10-15,187.80,142.75,Rien à signaler.
MMB2100,2017-05-15,162.23,91.77,Rien à signaler.
MMB2100,2017-06-15,188.64,91.38,Condition normale pour la saison.
MMB2100,2017-07-15,67.66,125.81,Condition normale pour la saison.
MMB2100,2017-08-15,54.17,156.99,Condition normale pour la saison.
MMB2100,2017-09-15,189.54,198.93,Légère variabilité observée.
MMB2100,2017-10-15,129.24,187.34,Rien à signaler.
MMB3002,2017-05-15,190.33,87.11,Condition normale pour la saison.
MMB3002,2017-06-15,51.30,89.37,Rien à signaler.
MMB3002,2017-07-15,196.12,71.29,Légère variabilité observée.
MMB3002,2017-08-15,51.93,168.32,Condition normale pour la saison.
MMB3002,2017-09-15,157.58,121.65,Rien à signaler.
MMB3002,2017-10-15,120.99,56.29,Condition normale pour la saison.
MMB3004,2017-05-15,91.03,168.79,Rien à signaler.
MMB3004,2017-06-15,142.57,76.55,Condition normale pour la saison.
MMB3004,2017-07-15,96.97,193.85,Condition normale pour la saison.
MMB3004,2017-08-15,179.49,157.02,Condition normale pour la saison.
MMB3004,2017-09-15,182.56,187.25,Condition normale pour la saison.
MMB3004,2017-10-15,187.37,179.53,Rien à signaler.
MMB3006,2017-05-15,83.86,102.40,Rien à signaler.
MMB3006,2017-06-15,68.93,98.03,Condition normale pour la saison.
MMB3006,2017-07-15,172.22,146.99,Condition normale pour la saison.
MMB3006,2017-08-15,156.70,136.57,Rien à signaler.
MMB3006,2017-09-15,199.55,78.36,Condition normale pour la saison.
MMB3006,2017-10-15,65.72,150.01,Condition normale pour la saison.
MMB3008,2017-05-15,199.23,148.99,Condition normale pour la saison.
MMB3008,2017-06-15,77.04,119.62,Condition normale pour la saison.
MMB3008,2017-07-15,60.78,198.27,Rien à signaler.
MMB3008,2017-08-15,180.83,194.56,Légère variabilité observée.
MMB3008,2017-09-15,128.34,177.79,Légère variabilité observée.
MMB3008,2017-10-15,182.97,131.55,Condition normale pour la saison.
MMB3010,2017-05-15,166.81,106.20,Rien à signaler.
MMB3010,2017-06-15,159.69,155.23,Condition normale pour la saison.
MMB3010,2017-07-15,57.93,102.61,Rien à signaler.
MMB3010,2017-08-15,108.94,112.28,Condition normale pour la saison.
MMB3010,2017-09-15,74.42,100.05,Légère variabilité observée.
MMB3010,2017-10-15,68.82,155.19,Condition normale pour la saison.
MMB3012,2017-05-15,154.57,70.24,Condition normale pour la saison.
MMB3012,2017-06-15,184.77,112.23,Légère variabilité observée.
MMB3012,2017-07-15,61.52,69.74,Rien à signaler.
MMB3012,2017-08-15,160.69,85.74,Condition normale pour la saison.
MMB3012,2017-09-15,106.93,55.56,Rien à signaler.
MMB3012,2017-10-15,144.72,187.97,Condition normale pour la saison.
MMB3014,2017-05-15,179.30,129.41,Rien à signaler.
MMB3014,2017-06-15,121.26,168.41,Rien à signaler.
MMB3014,2017-07-15,118.73,71.53,Condition normale pour la saison.
MMB3014,2017-08-15,199.34,107.42,Condition normale pour la saison.
MMB3014,2017-09-15,95.57,130.21,Condition normale pour la saison.
MMB3014,2017-10-15,56.47,171.02,Condition normale pour la saison.
MMB3016,2017-05-15,98.00,98.90,Condition normale pour la saison.
MMB3016,2017-06-15,90.19,92.66,Rien à signaler.
MMB3016,2017-07-15,154.35,133.02,Condition normale pour la saison.
MMB3016,2017-08-15,114.56,54.54,Condition normale pour la saison.
MMB3016,2017-09-15,137.09,193.69,Rien à signaler.
MMB3016,2017-10-15,115.40,186.98,Condition normale pour la saison.
MMB3018,2017-05-15,84.43,122.45,Condition normale pour la saison.
MMB3018,2017-06-15,111.92,80.41,Légère variabilité observée.
MMB3018,2017-07-15,192.71,169.00,Condition normale pour la saison.
MMB3018,2017-08-15,73.75,140.28,Légère variabilité observée.
MMB3018,2017-09-15,177.18,180.34,Condition normale pour la saison.
MMB3018,2017-10-15,127.18,151.88,Légère variabilité observée.
MMB3020,2017-05-15,89.43,166.06,Légère variabilité observée.
MMB3020,2017-06-15,89.52,183.45,Légère variabilité observée.
MMB3020,2017-07-15,187.97,199.27,Condition normale pour la saison.
MMB3020,2017-08-15,197.03,162.44,Rien à signaler.
MMB3020,2017-09-15,66.24,99.18,Rien à signaler.
MMB3020,2017-10-15,92.71,161.44,Légère variabilité observée.
MMB3022,2017-05-15,181.92,123.12,Condition normale pour la saison.
MMB3022,2017-06-15,186.65,119.60,Condition normale pour la saison.
MMB3022,2017-07-15,98.54,51.93,Condition normale pour la saison.
MMB3022,2017-08-15,197.51,102.21,Condition normale pour la saison.
MMB3022,2017-09-15,183.12,54.25,Rien à signaler.
MMB3022,2017-10-15,176.47,139.32,Condition normale pour la saison.
MMB3024,2017-05-15,92.24,194.65,Rien à signaler.
MMB3024,2017-06-15,95.44,199.73,Condition normale pour la saison.
MMB3024,2017-07-15,110.92,67.62,Légère variabilité observée.
MMB3024,2017-08-15,184.73,127.77,Légère variabilité observée.
MMB3024,2017-09-15,174.99,188.37,Rien à signaler.
MMB3024,2017-10-15,116.93,69.78,Condition normale pour la saison.
MMB3026,2017-05-15,96.64,150.63,Rien à signaler.
MMB3026,2017-06-15,66.16,197.59,Légère variabilité observée.
MMB3026,2017-07-15,174.43,103.52,Rien à signaler.
MMB3026,2017-08-15,158.49,77.90,Condition normale pour la saison.
MMB3026,2017-09-15,177.22,188.62,Condition normale pour la saison.
MMB3026,2017-10-15,149.91,129.39,Rien à signaler.
MMB3028,2017-05-15,137.37,152.92,Légère variabilité observée.
MMB3028,2017-06-15,97.57,149.59,Condition normale pour la saison.
MMB3028,2017-07-15,150.10,77.07,Légère variabilité observée.
MMB3028,2017-08-15,171.55,126.99,Rien à signaler.
MMB3028,2017-09-15,197.95,78.62,Condition normale pour la saison.
MMB3028,2017-10-15,103.67,71.28,Condition normale pour la saison.
MMB3030,2017-05-15,87.60,170.52,Rien à signaler.
MMB3030,2017-06-15,152.58,146.62,Légère variabilité observée.
MMB3030,2017-07-15,172.23,139.09,Rien à signaler.
MMB3030,2017-08-15,139.07,180.46,Condition normale pour la saison.
MMB3030,2017-09-15,187.72,145.65,Rien à signaler.
MMB3030,2017-10-15,183.02,78.59,Condition normale pour la saison.
MMB3032,2017-05-15,155.26,136.22,Rien à signaler.
MMB3032,2017-06-15,96.09,144.01,Rien à signaler.
MMB3032,2017-07-15,187.70,188.56,Condition normale pour la saison.
MMB3032,2017-08-15,150.77,88.78,Condition normale pour la saison.
MMB3032,2017-09-15,198.00,87.47,Condition normale pour la saison.
MMB3032,2017-10-15,94.25,130.01,Condition normale pour la saison.
MMB3034,2017-05-15,88.01,82.58,Condition normale pour la saison.
MMB3034,2017-06-15,168.22,128.52,Légère variabilité observée.
MMB3034,2017-07-15,109.16,66.49,Rien à signaler.
MMB3034,2017-08-15,196.62,193.60,Rien à signaler.
MMB3034,2017-09-15,131.02,187.73,Condition normale pour la saison.
MMB3034,2017-10-15,73.77,61.43,Légère variabilité observée.
MMB3036,2017-05-15,189.33,60.62,Rien à signaler.
MMB3036,2017-06-15,81.60,50.85,Légère variabilité observée.
MMB3036,2017-07-15,96.90,186.94,Légère variabilité observée.
MMB3036,2017-08-15,197.00,66.11,Rien à signaler.
MMB3036,2017-09-15,60.77,197.64,Légère variabilité observée.
MMB3036,2017-10-15,104.87,191.73,Légère variabilité observée.
MMB3038,2017-05-15,125.77,76.86,Rien à signaler.
MMB3038,2017-06-15,51.89,159.40,Condition normale pour la saison.
MMB3038,2017-07-15,138.90,65.67,Légère variabilité observée.
MMB3038,2017-08-15,65.94,114.80,Rien à signaler.
MMB3038,2017-09-15,168.69,171.49,Rien à signaler.
MMB3038,2017-10-15,82.12,96.54,Légère variabilité observée.
MMB3040,2017-05-15,163.40,199.80,Rien à signaler.
MMB3040,2017-06-15,107.97,106.18,Condition normale pour la saison.
MMB3040,2017-07-15,162.73,120.20,Condition normale pour la saison.
MMB3040,2017-08-15,89.01,184.75,Condition normale pour la saison.
MMB3040,2017-09-15,126.07,58.98,Légère variabilité observée.
MMB3040,2017-10-15,154.35,102.38,Rien à signaler.
MMB3042,2017-05-15,187.39,170.33,Légère variabilité observée.
MMB3042,2017-06-15,156.94,173.08,Condition normale pour la saison.
MMB3042,2017-07-15,186.54,122.56,Légère variabilité observée.
MMB3042,2017-08-15,103.76,121.17,Condition normale pour la saison.
MMB3042,2017-09-15,53.22,116.62,Légère variabilité observée.
MMB3042,2017-10-15,99.72,182.54,Légère variabilité observée.
MMB3044,2017-05-15,170.08,96.59,Rien à signaler.
MMB3044,2017-06-15,59.90,63.66,Condition normale pour la saison.
MMB3044,2017-07-15,110.77,100.30,Condition normale pour la saison.
MMB3044,2017-08-15,156.53,166.35,Condition normale pour la saison.
MMB3044,2017-09-15,100.08,197.34,Condition normale pour la saison.
MMB3044,2017-10-15,76.48,72.78,Condition normale pour la saison.
MMB3046,2017-05-15,91.99,133.30,Rien à signaler.
MMB3046,2017-06-15,134.11,149.50,Condition normale pour la saison.
MMB3046,2017-07-15,97.59,176.23,Légère variabilité observée.
MMB3046,2017-08-15,188.87,124.58,Condition normale pour la saison.
MMB3046,2017-09-15,158.97,179.22,Condition normale pour la saison.
MMB3046,2017-10-15,174.35,169.57,Condition normale pour la saison.
MMB3048,2017-05-15,80.09,132.54,Condition normale pour la saison.
MMB3048,2017-06-15,155.90,107.89,Rien à signaler.
MMB3048,2017-07-15,136.39,56.79,Condition normale pour la saison.
MMB3048,2017-08-15,145.11,160.84,Condition normale pour la saison.
MMB3048,2017-09-15,172.80,170.22,Condition normale pour la saison.
MMB3048,2017-10-15,62.09,60.03,Condition normale pour la saison.
MMB3050,2017-05-15,85.05,141.93,Légère variabilité observée.
MMB3050,2017-06-15,167.75,139.93,Légère variabilité observée.
MMB3050,2017-07-15,170.95,165.79,Condition normale pour la saison.
MMB3050,2017-08-15,139.04,121.11,Condition normale pour la saison.
MMB3050,2017-09-15,165.70,146.04,Rien à signaler.
MMB3050,2017-10-15,196.10,159.65,Légère variabilité observée.
MMB3052,2017-05-15,157.24,141.96,Condition normale pour la saison.
MMB3052,2017-06-15,132.15,75.98,Condition normale pour la saison.
MMB3052,2017-07-15,150.87,171.38,Légère variabilité observée.
MMB3052,2017-08-15,57.99,199.57,Condition normale pour la saison.
MMB3052,2017-09-15,81.19,144.51,Condition normale pour la saison.
MMB3052,2017-10-15,168.92,94.52,Rien à signaler.
MMB3054,2017-05-15,138.85,192.70,Rien à signaler.
MMB3054,2017-06-15,161.21,141.40,Condition normale pour la saison.
MMB3054,2017-07-15,126.19,63.62,Rien à signaler.
MMB3054,2017-08-15,98.11,189.37,Condition normale pour la saison.
MMB3054,2017-09-15,60.10,61.88,Condition normale pour la saison.
MMB3054,2017-10-15,95.80,196.94,Condition normale pour la saison.
MMB3056,2017-05-15,53.37,81.18,Légère variabilité observée.
MMB3056,2017-06-15,152.75,74.31,Condition normale pour la saison.
MMB3056,2017-07-15,83.38,69.54,Condition normale pour la saison.
MMB3056,2017-08-15,140.70,84.84,Rien à signaler.
MMB3056,2017-09-15,187.50,178.87,Condition normale pour la saison.
MMB3056,2017-10-15,77.18,74.29,Rien à signaler.
MMB3058,2017-05-15,144.65,190.45,Rien à signaler.
MMB3058,2017-06-15,173.42,134.00,Condition normale pour la saison.
MMB3058,2017-07-15,143.71,83.96,Légère variabilité observée.
MMB3058,2017-08-15,156.13,187.72,Rien à signaler.
MMB3058,2017-09-15,73.97,97.14,Condition normale pour la saison.
MMB3058,2017-10-15,115.67,129.81,Rien à signaler.
MMB3060,2017-05-15,193.29,196.47,Condition normale pour la saison.
MMB3060,2017-06-15,199.25,175.18,Légère variabilité observée.
MMB3060,2017-07-15,75.87,185.94,Rien à signaler.
MMB3060,2017-08-15,140.19,95.55,Rien à signaler.
MMB3060,2017-09-15,87.41,131.14,Condition normale pour la saison.
MMB3060,2017-10-15,192.48,174.88,Condition normale pour la saison.
MMB3062,2017-05-15,95.59,51.34,Condition normale pour la saison.
MMB3062,2017-06-15,145.38,115.60,Rien à signaler.
MMB3062,2017-07-15,69.49,142.27,Légère variabilité observée.
MMB3062,2017-08-15,88.11,197.93,Rien à signaler.
MMB3062,2017-09-15,176.61,105.33,Condition normale pour la saison.
MMB3062,2017-10-15,123.84,162.53,Condition normale pour la saison.
MMB3064,2017-05-15,129.85,147.55,Rien à signaler.
MMB3064,2017-06-15,82.86,188.55,Condition normale pour la saison.
MMB3064,2017-07-15,179.33,67.86,Condition normale pour la saison.
MMB3064,2017-08-15,190.18,63.60,Légère variabilité observée.
MMB3064,2017-09-15,95.92,198.62,Légère variabilité observée.
MMB3064,2017-10-15,181.68,164.13,Condition normale pour la saison.
MMB3066,2017-05-15,96.17,64.92,Rien à signaler.
MMB3066,2017-06-15,103.48,94.98,Légère variabilité observée.
MMB3066,2017-07-15,57.62,169.47,Légère variabilité observée.
MMB3066,2017-08-15,152.19,130.03,Condition normale pour la saison.
MMB3066,2017-09-15,156.64,131.08,Légère variabilité observée.
MMB3066,2017-10-15,65.96,77.25,Condition normale pour la saison.
MMB3068,2017-05-15,141.51,61.53,Légère variabilité observée.
MMB3068,2017-06-15,58.36,184.32,Légère variabilité observée.
MMB3068,2017-07-15,182.78,148.23,Rien à signaler.
MMB3068,2017-08-15,154.48,122.07,Légère variabilité observée.
MMB3068,2017-09-15,113.25,187.88,Rien à signaler.
MMB3068,2017-10-15,189.68,51.16,Légère variabilité observée.
MMB3070,2017-05-15,131.21,80.81,Rien à signaler.
MMB3070,2017-06-15,168.69,177.71,Légère variabilité observée.
MMB3070,2017-07-15,111.15,147.99,Légère variabilité observée.
MMB3070,2017-08-15,87.42,101.84,Condition normale pour la saison.
MMB3070,2017-09-15,114.17,187.99,Légère variabilité observée.
MMB3070,2017-10-15,94.97,151.33,Condition normale pour la saison.
MMB3072,2017-05-15,53.71,199.96,Condition normale pour la saison.
MMB3072,2017-06-15,137.98,168.80,Condition normale pour la saison.
MMB3072,2017-07-15,58.26,138.56,Condition normale pour la saison.
MMB3072,2017-08-15,102.54,120.78,Rien à signaler.
MMB3072,2017-09-15,156.54,65.64,Condition normale pour la saison.
MMB3072,2017-10-15,85.37,149.99,Rien à signaler.
MMB3074,2017-05-15,120.73,71.21,Rien à signaler.
MMB3074,2017-06-15,66.34,195.39,Rien à signaler.
MMB3074,2017-07-15,180.36,72.41,Condition normale pour la saison.
MMB3074,2017-08-15,87.94,93.76,Légère variabilité observée.
MMB3074,2017-09-15,70.48,190.36,Rien à signaler.
MMB3074,2017-10-15,51.51,137.68,Légère variabilité observée.
MMB3076,2017-05-15,182.57,74.49,Condition normale pour la saison.
MMB3076,2017-06-15,142.06,65.58,Légère variabilité observée.
MMB3076,2017-07-15,136.45,61.43,Condition normale pour la saison.
MMB3076,2017-08-15,90.71,121.68,Rien à signaler.
MMB3076,2017-09-15,81.10,196.71,Condition normale pour la saison.
MMB3076,2017-10-15,160.41,76.52,Rien à signaler.
MMB3078,2017-05-15,187.97,53.85,Rien à signaler.
MMB3078,2017-06-15,106.73,149.25,Condition normale pour la saison.
MMB3078,2017-07-15,80.06,67.24,Condition normale pour la saison.
MMB3078,2017-08-15,173.40,71.58,Légère variabilité observée.
MMB3078,2017-09-15,112.72,156.06,Condition normale pour la saison.
MMB3078,2017-10-15,139.31,93.68,Rien à signaler.
MMB3080,2017-05-15,135.68,53.13,Légère variabilité observée.
MMB3080,2017-06-15,144.17,181.97,Légère variabilité observée.
MMB3080,2017-07-15,95.06,128.43,Rien à signaler.
MMB3080,2017-08-15,171.15,155.31,Rien à signaler.
MMB3080,2017-09-15,119.50,78.63,Légère variabilité observée.
MMB3080,2017-10-15,160.90,139.51,Légère variabilité observée.
MMB3082,2017-05-15,110.85,142.49,Condition normale pour la saison.
MMB3082,2017-06-15,178.08,59.15,Rien à signaler.
MMB3082,2017-07-15,109.77,87.75,Légère variabilité observée.
MMB3082,2017-08-15,97.13,108.78,Condition normale pour la saison.
MMB3082,2017-09-15,107.21,116.36,Rien à signaler.
MMB3082,2017-10-15,176.75,174.71,Rien à signaler.
MMB3084,2017-05-15,147.05,75.46,Condition normale pour la saison.
MMB3084,2017-06-15,168.77,184.45,Condition normale pour la saison.
MMB3084,2017-07-15,50.58,196.74,Condition normale pour la saison.
MMB3084,2017-08-15,114.68,154.86,Rien à signaler.
MMB3084,2017-09-15,181.80,191.21,Légère variabilité observée.
MMB3084,2017-10-15,100.06,174.28,Condition normale pour la saison.
MMB3086,2017-05-15,199.20,107.76,Condition normale pour la saison.
MMB3086,2017-06-15,85.38,152.24,Condition normale pour la saison.
MMB3086,2017-07-15,192.15,50.55,Rien à signaler.
MMB3086,2017-08-15,177.67,154.87,Condition normale pour la saison.
MMB3086,2017-09-15,133.93,137.98,Condition normale pour la saison.
MMB3086,2017-10-15,71.84,112.44,Condition normale pour la saison.
MMB3088,2017-05-15,119.65,177.61,Condition normale pour la saison.
MMB3088,2017-06-15,111.54,123.92,Rien à signaler.
MMB3088,2017-07-15,163.61,182.72,Rien à signaler.
MMB3088,2017-08-15,94.21,158.23,Légère variabilité observée.
MMB3088,2017-09-15,151.44,93.85,Légère variabilité observée.
MMB3088,2017-10-15,132.59,65.50,Condition normale pour la saison.
MMB3090,2017-05-15,155.92,95.51,Condition normale pour la saison.
MMB3090,2017-06-15,96.90,74.47,Condition normale pour la saison.
MMB3090,2017-07-15,61.67,153.83,Condition normale pour la saison.
MMB3090,2017-08-15,158.38,109.61,Condition normale pour la saison.
MMB3090,2017-09-15,193.55,115.06,Rien à signaler.
MMB3090,2017-10-15,193.56,129.04,Légère variabilité observée.
MMB3092,2017-05-15,122.04,129.72,Légère variabilité observée.
MMB3092,2017-06-15,80.59,167.49,Condition normale pour la saison.
MMB3092,2017-07-15,99.78,174.68,Condition normale pour la saison.
MMB3092,2017-08-15,82.92,51.96,Rien à signaler.
MMB3092,2017-09-15,188.36,182.33,Légère variabilité observée.
MMB3092,2017-10-15,174.67,186.81,Condition normale pour la saison.
MMB3094,2017-05-15,139.50,55.35,Condition normale pour la saison.
MMB3094,2017-06-15,140.08,92.84,Condition normale pour la saison.
MMB3094,2017-07-15,130.10,90.60,Condition normale pour la saison.
MMB3094,2017-08-15,93.18,152.18,Légère variabilité observée.
MMB3094,2017-09-15,95.28,182.63,Rien à signaler.
MMB3094,2017-10-15,69.17,133.12,Légère variabilité observée.
MMB3096,2017-05-15,138.29,158.06,Légère variabilité observée.
MMB3096,2017-06-15,131.12,183.43,Condition normale pour la saison.
MMB3096,2017-07-15,152.86,122.02,Légère variabilité observée.
MMB3096,2017-08-15,112.72,192.70,Condition normale pour la saison.
MMB3096,2017-09-15,161.96,126.86,Condition normale pour la saison.
MMB3096,2017-10-15,112.65,65.17,Légère variabilité observée.
MMB3098,2017-05-15,107.55,117.04,Légère variabilité observée.
MMB3098,2017-06-15,73.46,172.06,Condition normale pour la saison.
MMB3098,2017-07-15,132.20,50.00,Légère variabilité observée.
MMB3098,2017-08-15,114.16,129.43,Condition normale pour la saison.
MMB3098,2017-09-15,181.21,125.89,Condition normale pour la saison.
MMB3098,2017-10-15,116.04,106.57,Condition normale pour la saison.
MMB3100,2017-05-15,160.73,123.25,Condition normale pour la saison.
MMB3100,2017-06-15,151.24,187.40,Condition normale pour la saison.
MMB3100,2017-07-15,61.35,65.64,Condition normale pour la saison.
MMB3100,2017-08-15,163.06,79.53,Rien à signaler.
MMB3100,2017-09-15,192.63,81.64,Rien à signaler.
MMB3100,2017-10-15,142.76,181.49,Légère variabilité observée.
MMB4002,2017-05-15,120.14,145.56,Rien à signaler.
MMB4002,2017-06-15,199.20,82.43,Condition normale pour la saison.
MMB4002,2017-07-15,143.36,70.03,Légère variabilité observée.
MMB4002,2017-08-15,66.15,165.57,Rien à signaler.
MMB4002,2017-09-15,61.38,50.87,Légère variabilité observée.
MMB4002,2017-10-15,84.49,139.15,Légère variabilité observée.
MMB4004,2017-05-15,181.97,172.27,Condition normale pour la saison.
MMB4004,2017-06-15,173.89,114.74,Légère variabilité observée.
MMB4004,2017-07-15,105.69,184.76,Condition normale pour la saison.
MMB4004,2017-08-15,126.23,67.20,Légère variabilité observée.
MMB4004,2017-09-15,169.72,102.43,Légère variabilité observée.
MMB4004,2017-10-15,134.09,146.04,Condition normale pour la saison.
MMB4006,2017-05-15,163.60,78.10,Condition normale pour la saison.
MMB4006,2017-06-15,129.76,197.60,Condition normale pour la saison.
MMB4006,2017-07-15,66.28,174.20,Condition normale pour la saison.
MMB4006,2017-08-15,163.99,152.83,Condition normale pour la saison.
MMB4006,2017-09-15,133.91,180.83,Condition normale pour la saison.
MMB4006,2017-10-15,150.47,105.27,Rien à signaler.
MMB4008,2017-05-15,150.33,183.47,Condition normale pour la saison.
MMB4008,2017-06-15,162.41,87.37,Légère variabilité observée.
MMB4008,2017-07-15,163.01,66.18,Condition normale pour la saison.
MMB4008,2017-08-15,60.97,109.26,Condition normale pour la saison.
MMB4008,2017-09-15,161.69,100.91,Rien à signaler.
MMB4008,2017-10-15,185.51,186.39,Légère variabilité observée.
MMB4010,2017-05-15,57.52,51.72,Condition normale pour la saison.
MMB4010,2017-06-15,116.29,129.50,Condition normale pour la saison.
MMB4010,2017-07-15,116.48,151.83,Rien à signaler.
MMB4010,2017-08-15,85.68,71.39,Rien à signaler.
MMB4010,2017-09-15,104.07,151.08,Condition normale pour la saison.
MMB4010,2017-10-15,185.51,70.36,Condition normale pour la saison.
MMB4012,2017-05-15,176.96,147.87,Légère variabilité observée.
MMB4012,2017-06-15,189.63,137.43,Condition normale pour la saison.
MMB4012,2017-07-15,195.09,199.90,Condition normale pour la saison.
MMB4012,2017-08-15,147.08,186.08,Condition normale pour la saison.
MMB4012,2017-09-15,168.71,199.89,Légère variabilité observée.
MMB4012,2017-10-15,143.65,162.20,Légère variabilité observée.
MMB4014,2017-05-15,114.67,135.43,Rien à signaler.
MMB4014,2017-06-15,190.56,153.74,Condition normale pour la saison.
MMB4014,2017-07-15,164.42,96.35,Condition normale pour la saison.
MMB4014,2017-08-15,176.71,177.05,Légère variabilité observée.
MMB4014,2017-09-15,84.64,76.06,Condition normale pour la saison.
MMB4014,2017-10-15,110.00,101.41,Condition normale pour la saison.
MMB4016,2017-05-15,132.07,161.47,Rien à signaler.
MMB4016,2017-06-15,74.03,155.44,Rien à signaler.
MMB4016,2017-07-15,79.37,170.19,Condition normale pour la saison.
MMB4016,2017-08-15,95.74,77.96,Condition normale pour la saison.
MMB4016,2017-09-15,59.88,55.79,Rien à signaler.
MMB4016,2017-10-15,169.48,108.70,Légère variabilité observée.
MMB4018,2017-05-15,66.75,156.79,Rien à signaler.
MMB4018,2017-06-15,141.22,165.97,Rien à signaler.
MMB4018,2017-07-15,64.14,150.24,Condition normale pour la saison.
MMB4018,2017-08-15,162.02,184.44,Légère variabilité observée.
MMB4018,2017-09-15,178.70,87.21,Rien à signaler.
MMB4018,2017-10-15,143.89,138.64,Légère variabilité observée.
MMB4020,2017-05-15,59.18,125.44,Rien à signaler.
MMB4020,2017-06-15,137.96,126.41,Condition normale pour la saison.
MMB4020,2017-07-15,182.87,78.86,Condition normale pour la saison.
MMB4020,2017-08-15,130.43,97.36,Condition normale pour la saison.
MMB4020,2017-09-15,65.19,61.57,Légère variabilité observée.
MMB4020,2017-10-15,97.61,128.60,Rien à signaler.
MMB4022,2017-05-15,161.45,133.28,Condition normale pour la saison.
MMB4022,2017-06-15,172.97,180.81,Rien à signaler.
MMB4022,2017-07-15,140.32,52.76,Rien à signaler.
MMB4022,2017-08-15,150.62,92.40,Condition normale pour la saison.
MMB4022,2017-09-15,78.30,130.73,Condition normale pour la saison.
MMB4022,2017-10-15,195.26,66.75,Condition normale pour la saison.
MMB4024,2017-05-15,121.79,72.22,Condition normale pour la saison.
MMB4024,2017-06-15,59.78,126.91,Condition normale pour la saison.
MMB4024,2017-07-15,53.09,173.36,Rien à signaler.
MMB4024,2017-08-15,176.57,172.76,Condition normale pour la saison.
MMB4024,2017-09-15,63.77,50.19,Légère variabilité observée.
MMB4024,2017-10-15,174.09,93.98,Légère variabilité observée.
MMB4026,2017-05-15,172.53,67.36,Légère variabilité observée.
MMB4026,2017-06-15,92.38,121.70,Condition normale pour la saison.
MMB4026,2017-07-15,102.68,82.88,Condition normale pour la saison.
MMB4026,2017-08-15,137.27,68.70,Condition normale pour la saison.
